                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     44,                 2.2794,                 1.1127,                0.82932,                 2.2919,                 1.1138,                0.82404,                0.72029,                0.28613,                0.32035,                0.14816,                 1.5841,                0.87072,                0.82516,                  1.611,                0.88033,                0.82337,              0.0083368,              0.0083368,              0.0083368
                     45,                 2.2739,                 1.1113,                0.82258,                  2.288,                 1.1136,                0.81713,                0.74271,                0.28601,                0.32638,                0.14982,                 1.5953,                0.87136,                0.82516,                 1.6175,                0.87962,                0.82366,              0.0082972,              0.0082972,              0.0082972
                     46,                 2.2728,                 1.1055,                0.83092,                 2.2704,                 1.1063,                0.82055,                0.74631,                0.27844,                0.32959,                0.14895,                 1.5919,                  0.875,                0.82437,                 1.6164,                0.88066,                  0.823,              0.0082576,              0.0082576,              0.0082576
                     47,                  2.254,                 1.0908,                0.82809,                 2.2819,                 1.1112,                0.82058,                0.75321,                0.28395,                0.33491,                0.15164,                 1.5813,                0.88541,                0.82392,                 1.6038,                0.89433,                0.82163,               0.008218,               0.008218,               0.008218
                     48,                 2.2505,                 1.0892,                0.82954,                 2.3696,                 1.2206,                0.81721,                0.73377,                0.28395,                0.33113,                0.15239,                 1.5944,                0.87847,                0.82441,                 1.6064,                0.88632,                0.82176,              0.0081784,              0.0081784,              0.0081784
                     49,                 2.2489,                  1.088,                0.82886,                 2.3703,                 1.1988,                0.81682,                0.72997,                0.28395,                0.33949,                0.15079,                 1.5972,                0.87168,                 0.8239,                 1.6638,                0.94752,                0.82277,              0.0081388,              0.0081388,              0.0081388
                     50,                  2.259,                 1.1017,                0.82803,                 2.3784,                 1.2114,                0.81709,                0.72605,                0.28601,                 0.3378,                0.15205,                 1.5954,                0.87614,                0.82397,                 1.8043,                 1.1158,                0.82043,              0.0080992,              0.0080992,              0.0080992
                     51,                 2.2322,                  1.083,                   0.83,                  2.376,                 1.2153,                0.81596,                0.73175,                0.28807,                0.33715,                0.15098,                 1.5982,                0.87685,                 0.8244,                 1.9114,                 1.2277,                0.81615,              0.0080596,              0.0080596,              0.0080596
                     52,                 2.2261,                 1.0907,                 0.8252,                 2.3917,                 1.2295,                0.80827,                0.72892,                0.28395,                0.33469,                0.15205,                 1.5826,                0.87398,                0.82404,                 1.9547,                 1.3128,                0.81116,                0.00802,                0.00802,                0.00802
                     53,                 2.2051,                 1.0692,                0.82018,                 2.3443,                 1.1997,                0.80639,                0.72999,                0.28601,                0.33482,                0.15291,                 1.5734,                0.87055,                0.82446,                 1.9517,                 1.3515,                0.80757,              0.0079804,              0.0079804,              0.0079804
                     54,                 2.1982,                 1.0663,                   0.83,                 2.3533,                 1.1888,                 0.8146,                0.73042,                0.29012,                0.33854,                0.15332,                 1.5736,                0.87032,                0.82403,                 1.9505,                 1.3619,                0.80475,              0.0079408,              0.0079408,              0.0079408
                     55,                 2.2048,                 1.0685,                0.82444,                  2.385,                 1.2111,                0.80899,                0.72248,                0.29012,                0.33969,                0.15386,                  1.563,                0.86165,                0.82317,                 1.9391,                 1.3436,                 0.8025,              0.0079012,              0.0079012,              0.0079012
