                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     53,                 4.1453,                 1.0399,                0.78676,                 4.1362,                 1.0492,                 0.7824,                0.69379,                0.37037,                0.36744,                0.16609,                 3.4426,                0.94363,                0.77395,                  3.488,                0.94991,                0.77339,             0.00090178,             0.00090178,             0.00090178
                     54,                 4.1035,                 1.0432,                0.79817,                 4.0715,                 1.0486,                 0.7892,                0.70023,                 0.3749,                0.37306,                0.16831,                 3.4391,                0.93942,                0.77366,                 3.4791,                 0.9445,                0.77333,             0.00089803,             0.00089803,             0.00089803
                     55,                 4.1128,                 1.0341,                0.78924,                  4.117,                 1.0417,                0.78491,                0.70611,                0.38272,                0.37852,                 0.1691,                 3.4337,                0.93447,                0.77343,                 3.4672,                0.94063,                0.77321,             0.00089421,             0.00089421,             0.00089421
                     56,                  4.067,                  1.031,                0.78534,                 4.0565,                 1.0384,                  0.781,                0.69121,                0.38889,                0.37746,                0.17072,                 3.4335,                 0.9296,                0.77373,                 3.4543,                0.93432,                0.77305,             0.00089034,             0.00089034,             0.00089034
                     57,                 4.0656,                 1.0405,                0.78497,                 4.0594,                 1.0503,                0.77929,                0.70037,                0.39095,                0.37742,                0.17103,                 3.4284,                0.92953,                0.77362,                 3.4478,                0.93316,                0.77271,              0.0008864,              0.0008864,              0.0008864
                     58,                 4.0902,                 1.0277,                0.78786,                 4.0907,                 1.0426,                0.78281,                0.69362,                0.38683,                  0.377,                0.17219,                 3.4182,                0.92063,                0.77405,                 3.4341,                0.92588,                0.77248,             0.00088241,             0.00088241,             0.00088241
                     59,                 4.0134,                0.99962,                0.78489,                 4.0244,                 1.0146,                0.78202,                0.68775,                0.39095,                 0.3771,                0.17246,                  3.408,                0.90946,                0.77382,                   3.43,                0.91912,                0.77271,             0.00087835,             0.00087835,             0.00087835
                     60,                 3.9927,                 1.0125,                0.78647,                 3.9925,                 1.0223,                0.78044,                0.68041,                0.38112,                0.37626,                0.17319,                 3.3898,                0.90003,                0.77342,                 3.4169,                0.91099,                0.77267,             0.00087424,             0.00087424,             0.00087424
                     61,                 3.9543,                 1.0082,                 0.7775,                  3.968,                 1.0194,                0.77492,                0.67535,                0.37667,                0.37422,                0.17345,                 3.3716,                0.89204,                0.77309,                 3.4033,                0.90466,                0.77246,             0.00087007,             0.00087007,             0.00087007
                     62,                 3.9428,                0.99287,                 0.7878,                 3.9439,                0.99721,                0.78299,                 0.6782,                0.37728,                0.37652,                0.17467,                 3.3611,                 0.8886,                0.77292,                 3.3933,                0.90149,                0.77229,             0.00086584,             0.00086584,             0.00086584
                     63,                 3.9642,                0.98585,                0.78702,                 3.9752,                 1.0004,                  0.782,                0.68303,                0.37689,                0.37603,                0.17642,                 3.3494,                 0.8839,                0.77279,                 3.3884,                0.89944,                0.77227,             0.00086155,             0.00086155,             0.00086155
                     64,                 3.9354,                0.99374,                0.78005,                 3.9424,                 1.0097,                0.77574,                0.68175,                0.37906,                0.37525,                  0.177,                 3.3455,                0.88177,                0.77265,                 3.3829,                0.89754,                0.77203,             0.00085721,             0.00085721,             0.00085721
                     65,                 3.9558,                 1.0109,                0.78507,                 3.9641,                 1.0225,                 0.7818,                0.68682,                0.38066,                0.37564,                0.17676,                 3.3398,                0.87903,                0.77235,                 3.3742,                 0.8943,                0.77167,             0.00085281,             0.00085281,             0.00085281
                     66,                 3.9094,                0.97648,                0.78602,                 3.9214,                0.99155,                0.78095,                0.69043,                0.38272,                0.37919,                0.17738,                 3.3294,                0.87498,                0.77214,                 3.3626,                0.89047,                0.77137,             0.00084836,             0.00084836,             0.00084836
                     67,                 3.9013,                0.97654,                 0.7875,                 3.8998,                 0.9821,                0.78135,                0.69439,                0.38066,                0.37939,                0.17721,                 3.3227,                0.87057,                0.77202,                 3.3554,                0.88707,                0.77109,             0.00084385,             0.00084385,             0.00084385
                     68,                 3.8929,                 1.0058,                0.78737,                  3.905,                 1.0251,                0.78126,                0.69824,                0.38088,                0.38087,                0.17847,                 3.3139,                0.86531,                0.77196,                 3.3497,                0.88409,                0.77094,             0.00083929,             0.00083929,             0.00083929
                     69,                 3.9197,                0.97246,                0.78989,                 3.9188,                0.98644,                 0.7815,                0.70916,                0.38272,                0.38292,                0.18008,                 3.3083,                0.86136,                0.77187,                 3.3431,                0.88067,                0.77074,             0.00083468,             0.00083468,             0.00083468
                     70,                 3.9128,                0.97691,                0.78637,                 3.9202,                0.98792,                 0.7796,                0.70964,                0.38272,                0.38273,                0.18066,                 3.2987,                0.85804,                0.77174,                 3.3359,                0.87767,                0.77057,             0.00083001,             0.00083001,             0.00083001
                     71,                 3.7928,                0.94704,                0.78753,                 3.8092,                 0.9594,                0.78289,                0.71163,                0.38272,                0.38422,                0.18063,                 3.2894,                0.85627,                0.77156,                  3.342,                0.84802,                0.77155,             0.00082529,             0.00082529,             0.00082529
                     72,                 3.8565,                0.96298,                0.78819,                 3.8735,                0.96792,                0.77939,                0.71473,                0.38149,                0.38428,                 0.1811,                 3.2829,                0.85331,                0.77155,                 3.3359,                0.84639,                 0.7714,             0.00082052,             0.00082052,             0.00082052
                     73,                 3.8809,                0.96554,                0.79008,                 3.8793,                0.97769,                0.78275,                0.71861,                 0.3836,                0.38602,                 0.1826,                 3.2776,                0.85012,                0.77152,                 3.3277,                0.84396,                0.77126,             0.00081571,             0.00081571,             0.00081571
