                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     41,                 2.1402,                 1.0741,                0.79593,                 2.1455,                 1.0794,                0.78913,                0.65317,                0.32163,                0.35906,                0.17084,                 1.7026,                0.90299,                0.77603,                 1.7187,                0.90247,                0.77166,             0.00094173,             0.00094173,             0.00094173
                     42,                 2.1201,                 1.0546,                0.78864,                 2.1197,                 1.0673,                  0.783,                0.68555,                0.33195,                0.36307,                0.16876,                 1.7076,                0.90279,                0.77635,                 1.7104,                0.90088,                0.77185,             0.00093877,             0.00093877,             0.00093877
                     43,                 2.1036,                 1.0502,                0.79098,                 2.1065,                 1.0711,                0.78412,                0.67849,                0.33128,                  0.359,                0.16762,                  1.712,                0.90575,                 0.7761,                 1.7315,                0.90463,                 0.7718,             0.00093574,             0.00093574,             0.00093574
                     44,                 2.1074,                  1.035,                0.78998,                 2.1378,                 1.0844,                0.78084,                0.67798,                0.33357,                0.36441,                0.16818,                 1.7012,                0.90703,                0.77567,                 1.7387,                0.91293,                0.77181,             0.00093264,             0.00093264,             0.00093264
                     45,                 2.1006,                 1.0412,                0.78237,                  2.137,                 1.0964,                0.77357,                0.67305,                0.32716,                0.36014,                0.16952,                 1.6991,                0.90232,                0.77558,                 1.7391,                0.90242,                0.77158,             0.00092948,             0.00092948,             0.00092948
                     46,                  2.085,                  1.028,                0.79248,                 2.1285,                  1.104,                0.77801,                0.68252,                0.32733,                0.36591,                0.17186,                 1.6747,                 0.8818,                0.77524,                 1.7156,                0.88847,                0.77094,             0.00092624,             0.00092624,             0.00092624
                     47,                 2.0796,                 1.0168,                0.78487,                 2.1283,                 1.0848,                 0.7752,                 0.6893,                 0.3251,                0.36428,                0.16971,                 1.6716,                0.87659,                0.77461,                 1.7221,                0.88256,                0.77124,             0.00092294,             0.00092294,             0.00092294
                     48,                 2.0804,                 1.0285,                0.79142,                 2.1145,                 1.0961,                0.77757,                0.67876,                0.32716,                0.36321,                0.17081,                  1.661,                0.87896,                0.77447,                 1.7125,                0.88701,                0.77105,             0.00091958,             0.00091958,             0.00091958
                     49,                 2.0596,                 1.0097,                0.78792,                 2.1049,                 1.0774,                0.77647,                0.68318,                0.33333,                0.35991,                0.17232,                 1.6525,                 0.8781,                0.77356,                 1.7106,                0.88733,                0.77023,             0.00091614,             0.00091614,             0.00091614
                     50,                 2.0689,                 1.0296,                0.78477,                 2.1116,                 1.0968,                0.77437,                0.67716,                0.33333,                0.36123,                0.17312,                 1.6444,                0.87956,                0.77341,                 1.7045,                0.89366,                0.77015,             0.00091265,             0.00091265,             0.00091265
