                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 4.7903,                 1.2543,                0.80215,                 4.8061,                 1.2739,                0.80568,                0.65374,                0.32716,                0.33024,                0.12848,                 4.0131,                0.99442,                0.79463,                 4.1397,                 1.0179,                0.79302,              0.0009812,              0.0009812,              0.0009812
                     25,                 4.7862,                 1.2781,                0.79948,                 4.7684,                 1.3088,                0.80161,                0.61186,                0.33745,                0.32565,                0.13075,                 4.0678,                 1.0015,                0.79608,                 4.1608,                 1.0385,                0.79043,             0.00097947,             0.00097947,             0.00097947
                     26,                 4.7195,                 1.2507,                0.79595,                  4.714,                 1.2692,                0.80172,                0.60544,                0.30942,                0.30613,                0.12479,                 4.1169,                  1.019,                0.78927,                 4.2068,                  1.032,                0.79001,             0.00097766,             0.00097766,             0.00097766
                     27,                 4.6723,                 1.2487,                0.79453,                 4.6837,                 1.2683,                0.79592,                0.64617,                0.30062,                0.31395,                0.12951,                 4.2432,                 0.9978,                0.79611,                 4.2559,                0.99586,                0.79145,             0.00097577,             0.00097577,             0.00097577
                     28,                 4.7426,                 1.2431,                0.79725,                 4.7188,                 1.2564,                0.79566,                0.72885,                0.32716,                0.32803,                0.13261,                  4.107,                 1.0125,                0.79332,                 4.1139,                0.99037,                0.79099,             0.00097381,             0.00097381,             0.00097381
                     29,                 4.6991,                  1.259,                0.80208,                 4.6976,                 1.2762,                0.80441,                 0.6614,                0.31481,                0.33339,                 0.1376,                 4.0987,                0.96956,                0.79421,                 4.1115,                0.95967,                0.79144,             0.00097178,             0.00097178,             0.00097178
                     30,                 4.6153,                 1.2146,                0.79513,                 4.6131,                 1.2285,                0.79919,                0.65939,                0.31481,                 0.3277,                0.12993,                 3.9996,                0.92405,                0.79594,                 4.1465,                0.91844,                0.79534,             0.00096967,             0.00096967,             0.00096967
                     31,                 4.6223,                 1.2259,                0.79274,                 4.6228,                 1.2511,                0.79381,                0.64376,                0.32099,                0.32979,                0.13401,                 3.8744,                 1.0021,                0.78838,                 4.0216,                 1.0163,                0.78854,             0.00096749,             0.00096749,             0.00096749
                     32,                 4.5222,                 1.1838,                 0.7918,                  4.522,                 1.2018,                0.79336,                0.63046,                0.33349,                0.34053,                0.13785,                 3.9463,                  1.014,                0.78815,                 3.9527,                 1.0009,                 0.7855,             0.00096524,             0.00096524,             0.00096524
                     33,                 4.5582,                 1.1852,                0.79044,                 4.5644,                  1.206,                0.79553,                0.66855,                0.34156,                0.36192,                0.14557,                 3.8848,                0.99425,                0.78914,                 3.8971,                 1.0038,                0.78756,             0.00096291,             0.00096291,             0.00096291
                     34,                 4.4996,                 1.1807,                0.79975,                 4.5068,                 1.1933,                0.79822,                0.66766,                0.32716,                0.33004,                0.13715,                 3.9095,                0.97983,                0.79044,                 3.9483,                0.99197,                0.78869,             0.00096051,             0.00096051,             0.00096051
                     35,                 4.4794,                 1.1628,                0.79139,                 4.4778,                 1.1717,                 0.7918,                0.65993,                0.32099,                0.33792,                0.13874,                 3.8712,                0.96786,                0.78975,                 3.9101,                0.98428,                0.78654,             0.00095804,             0.00095804,             0.00095804
                     36,                 4.4505,                 1.1559,                0.79743,                 4.4502,                  1.171,                 0.7954,                0.61978,                0.31893,                0.33412,                0.14665,                  3.815,                0.97301,                0.78799,                 3.8209,                0.98208,                0.78428,              0.0009555,              0.0009555,              0.0009555
                     37,                 4.4296,                 1.1557,                0.79506,                 4.4391,                 1.1722,                0.79245,                0.67677,                0.33604,                0.35468,                0.14982,                 3.7778,                0.96849,                0.78844,                 3.7992,                0.96583,                0.78192,             0.00095289,             0.00095289,             0.00095289
                     38,                 4.4259,                 1.1628,                0.79248,                 4.4323,                 1.1727,                0.79002,                 0.6528,                 0.3211,                0.34646,                0.14555,                 3.8314,                0.96793,                0.78908,                 3.8976,                0.97264,                0.78415,             0.00095021,             0.00095021,             0.00095021
                     39,                 4.3836,                 1.1377,                0.79295,                 4.3705,                 1.1507,                0.78771,                0.67097,                0.33149,                 0.3492,                0.14845,                 3.8384,                0.94349,                0.78715,                 3.8479,                0.95335,                0.78292,             0.00094745,             0.00094745,             0.00094745
                     40,                 4.3523,                  1.124,                0.79382,                 4.3607,                  1.135,                0.79379,                0.67488,                0.33333,                0.35421,                0.15289,                 3.8379,                0.94023,                0.78674,                  3.853,                 0.9545,                0.78092,             0.00094463,             0.00094463,             0.00094463
                     41,                 4.3757,                 1.1445,                0.80204,                  4.365,                 1.1485,                0.79602,                0.67774,                0.33753,                0.35244,                0.15339,                 3.8835,                0.91683,                0.78697,                 3.9059,                 0.9383,                0.78104,             0.00094173,             0.00094173,             0.00094173
                     42,                 4.3071,                 1.1254,                0.79277,                 4.2878,                 1.1342,                0.79032,                0.68934,                0.34244,                0.36029,                0.15441,                 3.7691,                  0.909,                0.78619,                 3.8316,                 0.9255,                0.78132,             0.00093877,             0.00093877,             0.00093877
                     43,                 4.3003,                 1.1406,                 0.7971,                 4.3036,                  1.151,                0.79021,                0.69084,                0.35403,                0.36317,                 0.1527,                 3.7083,                 0.9107,                0.78433,                 3.7869,                0.91639,                0.78098,             0.00093574,             0.00093574,             0.00093574
