                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     38,                 2.2904,                 1.1232,                0.82259,                 2.4284,                 1.2157,                0.80487,                0.61961,                0.28601,                0.32685,                0.14209,                 1.6648,                0.90464,                0.82647,                 2.0406,                0.97177,                0.80287,              0.0085744,              0.0085744,              0.0085744
                     39,                 2.2504,                 1.0871,                0.82117,                 2.4039,                 1.1902,                0.80233,                0.63471,                0.29835,                0.33301,                 0.1465,                 1.6127,                0.91282,                0.82386,                 1.9936,                0.99078,                0.80154,              0.0085348,              0.0085348,              0.0085348
                     40,                 2.2416,                 1.0602,                 0.8249,                  2.401,                  1.171,                0.80489,                0.59803,                0.29424,                0.33467,                0.14717,                 1.6466,                 0.8904,                0.82245,                 2.0244,                0.97485,                0.80162,              0.0084952,              0.0084952,              0.0084952
                     41,                 2.2555,                 1.0993,                0.82718,                 2.3873,                 1.1691,                0.80776,                0.69441,                0.29012,                0.33786,                 0.1539,                 1.6316,                0.90146,                0.82292,                 2.0012,                 1.0319,                0.80274,              0.0084556,              0.0084556,              0.0084556
                     42,                 2.2005,                 1.0589,                0.82329,                 2.3693,                 1.1436,                0.80461,                0.65464,                0.29012,                0.33912,                0.15242,                 1.6411,                0.90048,                0.82435,                 1.9942,                 1.0042,                0.80248,               0.008416,               0.008416,               0.008416
                     43,                 2.2341,                 1.0729,                0.82484,                  2.393,                 1.1461,                0.80394,                 0.6473,                0.29456,                0.34573,                0.15835,                 1.6263,                0.86917,                0.82272,                 1.9635,                0.96319,                0.80158,              0.0083764,              0.0083764,              0.0083764
                     44,                 2.1944,                 1.0485,                0.82305,                 2.3631,                 1.1375,                0.80536,                0.66985,                0.29641,                0.34427,                0.15711,                 1.6139,                0.85421,                0.82318,                 1.9625,                0.95705,                0.80097,              0.0083368,              0.0083368,              0.0083368
                     45,                 2.1861,                 1.0421,                0.81589,                 2.3512,                 1.1378,                0.79912,                0.65125,                0.31276,                0.33472,                0.15224,                 1.6033,                0.85764,                0.82473,                  1.973,                0.94999,                 0.8018,              0.0082972,              0.0082972,              0.0082972
                     46,                 2.1818,                 1.0606,                0.82069,                 2.3486,                 1.1398,                0.80299,                 0.6496,                 0.3107,                0.33701,                0.15287,                 1.5902,                0.86537,                0.82551,                 1.9607,                0.94808,                0.80173,              0.0082576,              0.0082576,              0.0082576
                     47,                 2.1742,                 1.0272,                0.82173,                 2.3465,                  1.108,                0.80279,                0.65345,                0.31893,                0.34072,                 0.1541,                 1.5784,                 0.8701,                0.82384,                 1.9631,                 0.9581,                0.79955,               0.008218,               0.008218,               0.008218
                     48,                  2.165,                 1.0381,                0.81712,                  2.327,                 1.1168,                0.80072,                0.66605,                0.32922,                 0.3428,                 0.1548,                 1.5741,                0.86859,                0.82201,                 1.9583,                0.95796,                0.79872,              0.0081784,              0.0081784,              0.0081784
                     49,                 2.1559,                 1.0323,                  0.818,                 2.3079,                 1.1096,                0.80296,                0.66975,                0.32716,                0.34343,                0.15639,                 1.5782,                0.85704,                0.82178,                 1.9548,                 0.9442,                 0.7988,              0.0081388,              0.0081388,              0.0081388
                     50,                 2.1617,                  1.045,                0.81712,                 2.3423,                 1.1277,                0.80222,                0.66666,                 0.3251,                0.34532,                0.15691,                 1.5651,                0.85331,                0.82216,                  1.939,                0.93995,                0.79866,              0.0080992,              0.0080992,              0.0080992
                     51,                 2.1307,                 1.0198,                0.82099,                 2.2973,                 1.1057,                0.80304,                0.65713,                 0.3251,                0.34592,                0.15674,                 1.5685,                0.84661,                0.82272,                 1.9453,                 0.9356,                0.79893,              0.0080596,              0.0080596,              0.0080596
                     52,                 2.1751,                   1.04,                0.81782,                 2.3545,                 1.1223,                0.80121,                0.67871,                0.33539,                0.35171,                0.15679,                 1.5574,                0.84738,                0.82254,                 1.9339,                0.93502,                0.79905,                0.00802,                0.00802,                0.00802
                     53,                 2.1806,                 1.0316,                0.81302,                 2.2863,                 1.0894,                 0.7973,                0.68352,                0.33774,                0.35609,                0.15772,                 1.5415,                0.84541,                0.82325,                 1.9201,                 0.9322,                 0.7988,              0.0079804,              0.0079804,              0.0079804
                     54,                 2.1873,                 1.0273,                0.81315,                 2.3026,                 1.0754,                0.80471,                0.67652,                0.33135,                0.35751,                0.16023,                  1.548,                0.84666,                0.82337,                  1.922,                0.93636,                0.79854,              0.0079408,              0.0079408,              0.0079408
                     55,                 2.1362,                 1.0121,                0.82037,                 2.3054,                 1.0777,                0.80147,                0.69703,                0.33136,                  0.361,                0.16122,                 1.5403,                 0.8446,                0.82253,                 1.9101,                0.93862,                0.79826,              0.0079012,              0.0079012,              0.0079012
